recession_id,start_date,end_date,duration_months,name,primary_causes,gdp_decline_percent,peak_unemployment_rate,notable_policy_responses
189,1969-03-28,1971-08-11,29,Mid 1969s Debt Crisis,Monetary policy tightening,16.7,16.3,Price controls
190,1874-08-24,1876-06-25,22,Mid 1874s Structural Recession,Market speculation,3.8,5.7,Unemployment benefit extensions; Nationalization of key industries; Business loan programs
191,1988-09-05,1989-01-01,4,Late 1988s Monetary Crisis,Monetary policy tightening; Technological disruption,9.4,11.2,Mortgage relief; Currency intervention
192,1854-04-25,1854-09-03,5,Mid 1854s Market Crash,Energy crisis,27.0,3.2,Fiscal stimulus package; International financial assistance; Bank bailouts
193,1848-01-31,1849-03-03,14,Mid 1848s Deflationary Spiral,Banking system failure; Natural disasters; Market speculation,18.0,21.4,Emergency lending facilities
194,1976-01-21,1977-12-08,23,Early 1976s Monetary Crisis,Pandemic outbreak,3.1,4.5,Quantitative easing; Emergency lending facilities; Unemployment benefit extensions
195,2023-01-18,2025-01-06,24,Mid 2023s Monetary Crisis,Consumer confidence collapse; Financial market contagion; Regulatory changes,14.2,12.5,Fiscal stimulus package; Tax cuts
196,1847-12-02,1850-08-23,32,Early 1847s Market Crash,Consumer confidence collapse; War or conflict; Natural disasters,2.4,9.7,Emergency lending facilities; Tax cuts; Price controls
197,1904-08-01,1905-06-25,10,Early 1904s Monetary Crisis,Regulatory changes; Fiscal policy contraction,3.7,11.7,Fiscal stimulus package
198,1946-11-13,1947-04-04,5,Mid 1946s Stagflation Period,Banking system failure; Technological disruption,0.7,21.1,Interest rate cuts; Business loan programs; Infrastructure investment
199,1889-07-17,1890-02-19,7,Early 1889s Industrial Decline,Energy crisis,18.1,22.3,Direct payments to citizens
200,1972-09-30,1974-09-11,24,Early 1972s Currency Crisis,Excessive debt accumulation,2.9,24.1,Unemployment benefit extensions
201,2018-09-29,2020-08-06,23,Early 2018s Currency Crisis,Fiscal policy contraction; Regulatory changes,25.7,16.7,Unemployment benefit extensions; Debt restructuring
202,1854-08-17,1855-10-04,14,Mid 1854s Stagflation Period,Inflation spike,7.5,23.2,Direct payments to citizens; Nationalization of key industries; Trade policy adjustments
203,1915-01-07,1915-11-04,10,Mid 1915s Regional Recession,Financial market contagion; Market speculation,8.0,5.8,Currency intervention; Emergency lending facilities
204,1912-11-20,1914-12-13,25,Early 1912s Fiscal Crisis,Excessive debt accumulation,29.2,22.7,Mortgage relief
205,1857-08-03,1858-06-13,10,Late 1857s Trade War Recession,War or conflict; Trade restrictions,6.9,14.5,Tax cuts; Emergency lending facilities
206,1972-05-28,1974-01-15,20,Mid 1972s Economic Downturn,Banking system failure,11.2,23.3,Capital controls; Business loan programs; Increased government spending
207,2006-11-09,2008-01-29,14,Late 2006s Supply Shock,Supply chain disruptions; Pandemic outbreak,28.9,5.9,Business loan programs; Unemployment benefit extensions
208,1824-02-13,1824-11-14,9,Early 1824s Market Crash,Market speculation,9.1,7.6,Nationalization of key industries; Regulatory reforms; Debt restructuring
209,1839-05-13,1841-07-17,26,Early 1839s Fiscal Crisis,Consumer confidence collapse; Energy crisis; Market speculation,15.8,18.3,Quantitative easing; Business loan programs; Nationalization of key industries
210,1867-12-03,1870-02-17,26,Late 1867s Debt Crisis,Natural disasters,3.4,3.5,Increased government spending; Infrastructure investment
211,1959-02-27,1961-07-08,29,Late 1959s Economic Downturn,Monetary policy tightening; Pandemic outbreak,28.1,16.8,Trade policy adjustments
212,1890-04-07,1890-12-31,8,Mid 1890s Global Slowdown,Excessive debt accumulation; Monetary policy tightening,20.1,15.2,Bank bailouts; Direct payments to citizens; Infrastructure investment
213,2004-09-14,2004-12-27,3,Late 2004s Trade War Recession,Asset bubble burst,22.4,7.2,Direct payments to citizens; Tax cuts; Increased government spending
214,1972-03-16,1973-02-24,11,Late 1972s Deflationary Spiral,Supply chain disruptions,15.9,14.3,Debt restructuring; Infrastructure investment; Nationalization of key industries
215,1988-09-12,1989-02-13,5,Mid 1988s Structural Recession,Inflation spike; Political instability; Consumer confidence collapse,15.3,21.4,Quantitative easing
216,1860-02-26,1861-04-05,14,Mid 1860s Deflationary Spiral,Consumer confidence collapse,27.7,5.5,Fiscal stimulus package
217,2002-02-24,2003-12-22,22,Late 2002s Industrial Decline,Banking system failure,16.9,22.8,Currency intervention
218,2014-04-24,2015-12-26,20,Early 2014s Debt Crisis,Regulatory changes; Inflation spike; War or conflict,2.2,20.7,Regulatory reforms
219,1844-05-18,1846-06-04,25,Late 1844s Demand Shock,Trade restrictions,12.3,15.1,Quantitative easing
220,1906-07-23,1908-08-05,25,Early 1906s Market Crash,Monetary policy tightening; Regulatory changes,26.3,5.6,Increased government spending
221,2020-12-01,2021-08-09,8,Late 2020s Banking Crisis,Energy crisis; Pandemic outbreak,21.6,20.0,Price controls; International financial assistance; Nationalization of key industries
222,1994-06-10,1996-01-25,19,Mid 1994s Economic Downturn,Banking system failure; Technological disruption,21.4,7.0,Mortgage relief
223,1844-10-22,1846-04-27,18,Late 1844s Commodity Crash,Political instability; Currency devaluation; Fiscal policy contraction,1.2,19.3,Emergency lending facilities; Tax cuts; Business loan programs
224,1908-05-22,1909-08-03,15,Late 1908s Banking Crisis,Regulatory changes,25.7,17.8,International financial assistance; Mortgage relief
225,1997-03-18,1998-03-27,12,Early 1997s Market Crash,Credit crunch,11.6,12.4,Currency intervention
226,1854-10-08,1855-11-18,13,Mid 1854s Structural Recession,Currency devaluation; Excessive debt accumulation; Financial market contagion,20.9,24.1,Debt restructuring; Tax cuts; Infrastructure investment
227,1904-05-25,1906-09-20,28,Mid 1904s Commodity Crash,Asset bubble burst; Financial market contagion; Pandemic outbreak,1.3,11.4,Price controls; Emergency lending facilities; Nationalization of key industries
228,1892-04-15,1893-09-12,17,Late 1892s Supply Shock,Inflation spike; Supply chain disruptions; Natural disasters,11.8,21.1,Fiscal stimulus package; Unemployment benefit extensions
229,1836-01-29,1838-06-30,29,Early 1836s Stagflation Period,Regulatory changes; Inflation spike; Market speculation,19.9,7.4,Quantitative easing
230,1909-07-19,1910-05-24,10,Mid 1909s Structural Recession,Natural disasters; Pandemic outbreak; Fiscal policy contraction,11.2,8.3,Mortgage relief
231,1876-05-07,1876-07-11,2,Mid 1876s Industrial Decline,Monetary policy tightening,7.2,15.5,Regulatory reforms; Nationalization of key industries; Increased government spending
232,1926-01-20,1926-11-28,10,Late 1926s Currency Crisis,Financial market contagion,14.5,17.4,Mortgage relief; Regulatory reforms; Capital controls
233,1985-07-31,1987-06-03,23,Mid 1985s Monetary Crisis,Market speculation; Inflation spike; Consumer confidence collapse,19.8,21.7,Capital controls
234,2015-10-30,2016-10-08,12,Mid 2015s Tech Bubble,Supply chain disruptions; Inflation spike; Excessive debt accumulation,23.9,13.2,Price controls
235,1997-05-04,1997-10-07,5,Late 1997s Economic Downturn,Regulatory changes; War or conflict; Market speculation,7.5,14.0,Debt restructuring
236,1928-06-10,1929-02-14,8,Early 1928s Housing Bubble,Asset bubble burst; Credit crunch; Technological disruption,25.0,12.0,Debt restructuring; Interest rate cuts
237,1800-04-24,1802-10-19,30,Early 1800s Banking Crisis,Credit crunch; Energy crisis; Regulatory changes,9.9,7.8,Price controls
238,1883-10-30,1885-04-28,18,Early 1883s Trade War Recession,Energy crisis; Supply chain disruptions; Political instability,13.3,10.9,Increased government spending
239,1905-05-15,1907-07-19,26,Late 1905s Deflationary Spiral,Trade restrictions,23.2,7.4,Bank bailouts
240,1913-10-07,1915-10-21,24,Early 1913s Global Slowdown,Political instability; Asset bubble burst; Fiscal policy contraction,15.7,24.7,Price controls; Emergency lending facilities
241,1826-12-01,1827-07-28,7,Mid 1826s Supply Shock,Currency devaluation; Regulatory changes,24.0,22.9,Trade policy adjustments; Bank bailouts; Regulatory reforms
242,1960-01-20,1961-07-14,18,Late 1960s Commodity Crash,Credit crunch; Natural disasters; Regulatory changes,28.7,24.0,Trade policy adjustments; Capital controls
243,2021-05-11,2023-03-15,22,Late 2021s Industrial Decline,Natural disasters,7.3,5.8,Debt restructuring; Regulatory reforms; Business loan programs
244,2010-11-17,2012-01-18,14,Late 2010s Debt Crisis,Regulatory changes; Currency devaluation; Energy crisis,22.8,22.1,Capital controls; Direct payments to citizens; Emergency lending facilities
245,1809-05-20,1810-02-14,9,Early 1809s Global Slowdown,Inflation spike,15.1,19.1,Business loan programs; Emergency lending facilities
246,1882-06-29,1885-03-14,33,Late 1882s Fiscal Crisis,Monetary policy tightening; Pandemic outbreak; Supply chain disruptions,21.0,8.6,Mortgage relief; International financial assistance
247,1930-11-06,1931-11-10,12,Mid 1930s Industrial Decline,Regulatory changes; Asset bubble burst,5.4,8.7,Trade policy adjustments
248,1857-04-11,1858-06-14,14,Late 1857s Supply Shock,Excessive debt accumulation; War or conflict; Financial market contagion,15.9,16.6,Infrastructure investment; Emergency lending facilities; Quantitative easing
249,1876-08-07,1878-02-15,18,Late 1876s Fiscal Crisis,Banking system failure,15.8,12.0,Currency intervention; Trade policy adjustments; Business loan programs
250,1994-02-21,1996-04-16,26,Late 1994s Tech Bubble,Energy crisis,24.6,16.6,Price controls; Interest rate cuts; Nationalization of key industries
251,2010-01-09,2011-06-30,17,Early 2010s Deflationary Spiral,Excessive debt accumulation; Natural disasters; Trade restrictions,22.7,23.0,Price controls; Quantitative easing; Mortgage relief
252,1821-10-15,1822-05-21,7,Late 1821s Economic Downturn,Consumer confidence collapse; Banking system failure,14.5,21.6,Debt restructuring
253,1804-09-14,1806-12-09,27,Late 1804s Monetary Crisis,Financial market contagion; Trade restrictions; Supply chain disruptions,5.4,21.6,Regulatory reforms; Direct payments to citizens; Bank bailouts
254,1960-12-01,1962-10-03,22,Late 1960s Deflationary Spiral,Credit crunch; Technological disruption; Banking system failure,18.1,17.0,Trade policy adjustments
255,1813-03-26,1814-01-13,10,Late 1813s Trade War Recession,Technological disruption,16.0,15.3,Currency intervention; Tax cuts; Increased government spending
256,1940-06-30,1941-05-24,11,Early 1940s Deflationary Spiral,Market speculation; Trade restrictions,7.1,3.9,Unemployment benefit extensions; Trade policy adjustments
257,1991-05-17,1993-01-04,20,Mid 1991s Banking Crisis,Political instability; War or conflict; Banking system failure,0.1,23.5,Mortgage relief
258,1824-05-10,1825-04-26,11,Mid 1824s Economic Downturn,Currency devaluation; War or conflict; Technological disruption,5.0,4.2,Price controls; Bank bailouts
259,1802-11-03,1805-03-21,28,Late 1802s Trade War Recession,Excessive debt accumulation; Inflation spike,0.3,21.0,Business loan programs; Infrastructure investment; Quantitative easing
260,1913-04-15,1914-11-22,19,Late 1913s Commodity Crash,War or conflict; Inflation spike,26.2,20.7,International financial assistance
261,1967-12-06,1970-01-29,25,Mid 1967s Supply Shock,Political instability; Market speculation,25.0,17.7,International financial assistance
262,1861-04-24,1862-09-29,17,Early 1861s Economic Downturn,Trade restrictions; Financial market contagion,29.0,17.7,Direct payments to citizens; Currency intervention; Bank bailouts
263,1934-04-02,1934-07-08,3,Mid 1934s Market Crash,Regulatory changes; Market speculation; Technological disruption,8.9,17.1,Nationalization of key industries; Price controls
264,1976-05-16,1978-11-25,30,Late 1976s Trade War Recession,Technological disruption,25.1,22.6,Direct payments to citizens; International financial assistance; Unemployment benefit extensions
265,1872-06-21,1874-03-26,21,Early 1872s Housing Bubble,Political instability,10.4,14.0,International financial assistance; Currency intervention; Trade policy adjustments
266,1836-04-19,1836-07-16,3,Late 1836s Financial Crisis,Excessive debt accumulation,26.0,10.7,Direct payments to citizens; Emergency lending facilities
267,1873-02-13,1875-06-28,28,Early 1873s Commodity Crash,Excessive debt accumulation,4.5,10.8,Mortgage relief; Infrastructure investment
268,1955-04-26,1957-08-21,28,Mid 1955s Debt Crisis,Inflation spike,26.1,3.7,Nationalization of key industries; Trade policy adjustments; Currency intervention
269,1902-07-14,1902-12-11,5,Early 1902s Demand Shock,War or conflict; Trade restrictions,10.4,13.8,Interest rate cuts; Regulatory reforms; Quantitative easing
270,1825-01-14,1826-09-04,20,Early 1825s Financial Crisis,Consumer confidence collapse; Technological disruption,15.4,13.2,Currency intervention; International financial assistance
271,2020-01-21,2020-09-21,8,Mid 2020s Banking Crisis,Excessive debt accumulation,25.7,3.8,Infrastructure investment; Nationalization of key industries
272,1817-05-20,1818-01-25,8,Early 1817s Industrial Decline,Financial market contagion,2.9,15.2,Emergency lending facilities; Capital controls
273,1972-08-15,1974-05-01,21,Early 1972s Debt Crisis,Supply chain disruptions; Asset bubble burst,17.9,21.0,Infrastructure investment; Business loan programs; Regulatory reforms
274,1801-04-12,1803-02-22,22,Mid 1801s Debt Crisis,Trade restrictions; Fiscal policy contraction; Technological disruption,24.0,13.4,International financial assistance; Quantitative easing
275,1857-03-15,1857-07-24,4,Early 1857s Stagflation Period,Trade restrictions; Banking system failure,15.5,18.2,Unemployment benefit extensions
276,2022-09-17,2022-12-15,3,Late 2022s Tech Bubble,Fiscal policy contraction,26.2,9.4,Capital controls
277,1970-08-20,1973-02-22,30,Early 1970s Commodity Crash,Pandemic outbreak,3.1,15.9,Currency intervention; Business loan programs; Debt restructuring
278,1884-02-18,1885-08-29,18,Mid 1884s Structural Recession,Regulatory changes,1.3,14.5,Currency intervention; Fiscal stimulus package
279,1992-06-10,1993-01-11,7,Early 1992s Financial Crisis,Regulatory changes; Excessive debt accumulation,18.8,17.6,Unemployment benefit extensions; Business loan programs
280,1902-05-08,1903-08-03,15,Mid 1902s Banking Crisis,Regulatory changes; Banking system failure; Credit crunch,19.1,3.3,Increased government spending; Unemployment benefit extensions
281,1992-09-29,1992-12-03,3,Mid 1992s Regional Recession,Currency devaluation; Credit crunch; Financial market contagion,26.9,4.9,Price controls; Increased government spending; Quantitative easing
282,1930-07-21,1933-02-12,31,Early 1930s Fiscal Crisis,Inflation spike,15.1,7.9,Debt restructuring; Emergency lending facilities
283,2000-11-20,2001-07-28,8,Late 2000s Demand Shock,Credit crunch; Trade restrictions,18.5,5.5,Interest rate cuts; Trade policy adjustments
284,1922-07-12,1922-11-12,4,Mid 1922s Economic Downturn,Financial market contagion; Technological disruption; Political instability,7.5,24.2,Bank bailouts; Infrastructure investment; Tax cuts
285,1834-10-25,1837-03-25,29,Mid 1834s Currency Crisis,Political instability,11.5,15.2,Tax cuts; Trade policy adjustments
286,1997-01-03,1999-04-12,27,Mid 1997s Housing Bubble,Political instability; Fiscal policy contraction; Natural disasters,26.0,14.8,Trade policy adjustments; Increased government spending; International financial assistance
287,1977-10-15,1979-07-18,21,Late 1977s Demand Shock,Credit crunch,0.4,5.3,Debt restructuring; Nationalization of key industries; Unemployment benefit extensions
